price,title,rating,information
63990.0,"Lenovo LOQ, AMD Ryzen 5 7235HS, NVIDIA RTX 3050A 4GB, 12GB RAM, 512GB SSD, 15.6""(39.6cm), 144Hz, Windows 11, Office Home 2024, Grey, 2.4Kg, 83JC00HNIN, 3 Mon. Game Pass Gaming Laptop",4.1 out of 5 stars,"{'Brand': '\u200eLenovo', 'Manufacturer': '\u200eLenovo', 'Series': '\u200eLOQ', 'Colour': '\u200eR5 | 12GB | RTX 3050A', 'Form Factor': '\u200eGaming Laptop', 'Standing screen display size': '\u200e15.6', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080', 'Package Dimensions': '\u200e54.29 x 35.9 x 8.4 cm; 2.38 kg', 'Batteries': '\u200e1 D batteries required. (included)', 'Item model number': '\u200e15ARP9', 'Processor Brand': '\u200eAMD', 'Processor Type': '\u200eRyzen 5', 'Processor Speed': '\u200e3.2', 'Processor Count': '\u200e4', 'Memory Technology': '\u200eDDR5', 'Computer Memory Type': '\u200eDDR5 RAM', 'Maximum Memory Supported': '\u200e32 GB', 'Memory Clock Speed': '\u200e4800 GHz', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200eUSB', 'Speaker Description': '\u200eStereo speakers, 2W x2, optimized with Nahimic Audio', 'Graphics Coprocessor': '\u200eRTX 3050A', 'Graphics Chipset Brand': '\u200eNVIDIA', 'Graphics Card Description': '\u200eDedicated', 'Graphics RAM Type': '\u200eShared', 'Graphics Card Ram Size': '\u200e4 GB', 'Graphics Card Interface': '\u200ePCI Express', 'Connectivity Type': '\u200eBluetooth', 'Wireless Type': '\u200e802.11ax', 'Number of USB 3.0 Ports': '\u200e4', 'Number of HDMI Ports': '\u200e1', 'Optical Drive Type': '\u200eNot Available', 'Operating System': '\u200eWindows 11 Home', 'Average Battery Standby Life (in hours)': '\u200e8 Hours', 'Average Battery Life (in hours)': '\u200e6 Hours', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e60 Watt Hours', 'Number of Lithium Ion Cells': '\u200e4', 'Included Components': '\u200eLaptop', 'Country of Origin': '\u200eChina', 'Item Weight': '\u200e2 kg 380 g'}"
67995.0,"Lenovo IdeaPad Gaming 3 12th Gen Intel Core i5 12450H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office 21/NVIDIA RTX 3050 4GB/Alexa/3 Mon Game Pass/Onyx Grey/2.3Kg), 82S9017TIN",4.2 out of 5 stars,"{'Brand': '\u200eLenovo', 'Manufacturer': '\u200eLenovo', 'Series': '\u200eIdeaPad Gaming 3 15IAH7', 'Colour': '\u200eOnyx Grey', 'Form Factor': '\u200eClamshell', 'Item Height': '\u200e55 Centimeters', 'Item Width': '\u200e35.8 Centimeters', 'Standing screen display size': '\u200e15.6 Inches', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080 Pixels', 'Product Dimensions': '\u200e8.4 x 35.8 x 55 cm; 2.32 kg', 'Batteries': '\u200e1 Lithium Polymer batteries required. (included)', 'Item model number': '\u200e82S9017TIN', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eIntel Core i5', 'Processor Speed': '\u200e2 GHz', 'Processor Count': '\u200e8', 'RAM Size': '\u200e16 GB', 'Memory Technology': '\u200eDDR4', 'Computer Memory Type': '\u200eDDR4 SDRAM', 'Maximum Memory Supported': '\u200e16 GB', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200eSolid State', 'Audio Details': '\u200eHeadphones, Speakers', 'Speaker Description': '\u200eStereo speakers, 2W x2, Nahimic Audio', 'Graphics Coprocessor': '\u200eNVIDIA GeForce RTX 3050 4GB GDDR6', 'Graphics Chipset Brand': '\u200eNVIDIA', 'Graphics Card Description': '\u200eDedicated', 'Graphics RAM Type': '\u200eShared', 'Graphics Card Ram Size': '\u200e4 GB', 'Graphics Card Interface': '\u200ePCI Express', 'Connectivity Type': '\u200eBluetooth, Wi-Fi', 'Wireless Type': '\u200eBluetooth', 'Number of USB 3.0 Ports': '\u200e3', 'Number of HDMI Ports': '\u200e1', 'Optical Drive Type': '\u200eNo Optical Drive', 'Operating System': '\u200eWindows 11 Home', 'Average Battery Life (in hours)': '\u200e6.5 Hours', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e45 Watt Hours', 'Number of Lithium Ion Cells': '\u200e3', 'Included Components': '\u200eLaptop', 'Item Weight': '\u200e2 kg 320 g'}"
